"","runtime","isAuto","qty","totImps","maxInks","totInks","locs","gini","timePerPc","timePerImp","inksPerPc"
"267",1802,0,39,39,1,1,"1",0,46.2051282051282,46.2051282051282,0.0256410256410256
"268",997,0,18,36,1,1,"1",0,55.3888888888889,27.6944444444444,0.0555555555555556
"269",2632,0,40,80,1,1,"1",0,65.8,32.9,0.025
"270",815,0,25,25,1,1,"1",0,32.6,32.6,0.04
"271",3272,0,36,72,2,4,"2",0,90.8888888888889,45.4444444444444,0.111111111111111
"272",935,0,9,27,2,3,"2",0.17,103.888888888889,34.6296296296296,0.333333333333333
"273",3736,0,32,128,1,2,"2",0,116.75,29.1875,0.0625
"274",4072,0,25,100,1,2,"2",0,162.88,40.72,0.08
"275",618,0,6,12,1,1,"1",0,103,51.5,0.166666666666667
"276",73,0,3,3,1,1,"1",0,24.3333333333333,24.3333333333333,0.333333333333333
"277",950,0,11,22,2,2,"1",0,86.3636363636364,43.1818181818182,0.181818181818182
"278",2422,0,30,90,3,3,"1",0,80.7333333333333,26.9111111111111,0.1
"279",1759,0,16,32,1,1,"1",0,109.9375,54.96875,0.0625
"280",2038,0,20,60,2,3,"2",0.17,101.9,33.9666666666667,0.15
"281",732,0,25,25,1,1,"1",0,29.28,29.28,0.04
"282",1705,0,10,40,1,2,"2",0,170.5,42.625,0.2
"283",1231,0,10,40,1,2,"2",0,123.1,30.775,0.2
"284",1915,0,10,40,1,2,"2",0,191.5,47.875,0.2
"285",1324,0,10,30,2,2,"1",0,132.4,44.1333333333333,0.2
"286",180,0,4,4,1,1,"1",0,45,45,0.25
"287",2418,0,15,45,2,2,"1",0,161.2,53.7333333333333,0.133333333333333
"288",1108,0,6,30,2,3,"2",0.17,184.666666666667,36.9333333333333,0.5
"289",683,0,14,14,1,1,"1",0,48.7857142857143,48.7857142857143,0.0714285714285714
"290",357,0,5,10,1,1,"1",0,71.4,35.7,0.2
"291",1978,0,6,36,3,5,"2",0.1,329.666666666667,54.9444444444444,0.833333333333333
"292",223,0,3,6,1,1,"1",0,74.3333333333333,37.1666666666667,0.333333333333333
"293",3691,0,26,130,2,3,"2",0.17,141.961538461538,28.3923076923077,0.115384615384615
"294",1264,0,10,50,3,3,"1",0,126.4,25.28,0.3
"295",2808,0,15,120,2,3,"2",0.17,187.2,23.4,0.2
"296",2512,0,13,52,1,2,"2",0,193.230769230769,48.3076923076923,0.153846153846154
"297",307,0,6,12,1,1,"1",0,51.1666666666667,25.5833333333333,0.166666666666667
"298",2081,0,17,68,1,4,"4",0,122.411764705882,30.6029411764706,0.235294117647059
"299",2217,0,12,48,1,2,"2",0,184.75,46.1875,0.166666666666667
"300",3325,0,22,132,7,7,"1",0,151.136363636364,25.1893939393939,0.318181818181818
"301",6145,0,19,190,3,6,"2",0,323.421052631579,32.3421052631579,0.315789473684211
"302",212,0,4,4,1,1,"1",0,53,53,0.25
"303",2758,0,24,96,1,2,"2",0,114.916666666667,28.7291666666667,0.0833333333333333
