,orderId,tab_id,dopa_id,runTime,tabsPerOrder,tab_tot_pcs,dopa_tot_imp,printer,dopa_tot_inks,dopas_per_tab,inks_per_tab,tot_imps_per_tab,tab_score_reg,tab_score_weighted,stationTypeId,good,actual,pred,WSPP,mult_dopa
8086,267659,80507,131003,3,1,3,6,53821,1,2,1,6,1.41421,8.48528,2,1,Manual,Manual,2.828426667,0
8087,267658,80506,131002,1,1,8,16,53802,1,1,1,16,1,16,2,1,Manual,Manual,2,0
8090,267646,80494,130983,1483,1,10,40,299564,2,1,2,40,1.41421,56.5685,2,1,Manual,Manual,5.65685,0
8093,267635,80482,130960,908,1,13,26,299567,1,2,1,26,1.41421,36.7696,2,1,Manual,Manual,2.828430769,0
8094,267633,80480,130957,2,1,5,15,53802,2,1,2,15,1.41421,21.2132,2,1,Manual,Manual,4.24264,0
8095,267631,80478,130953,919,1,29,29,299565,1,2,1,29,1.41421,41.0122,2,1,Manual,Manual,1.414213793,0
8096,267630,80477,130951,888,1,21,42,299572,1,2,1,42,1.41421,59.397,2,1,Manual,Manual,2.828428571,0
8101,267623,80469,130941,1,1,5,15,53802,2,1,2,15,1.41421,21.2132,2,1,Manual,Manual,4.24264,0
8104,267620,80466,130937,2,1,6,24,53802,3,1,3,24,1.73205,41.5692,2,1,Manual,Manual,6.9282,0
8107,267616,80462,130930,246,1,3,3,50866,1,1,1,3,1,3,2,1,Manual,Manual,1,0
8110,267613,80459,130925,415,1,12,12,299572,1,1,1,12,1,12,2,1,Manual,Manual,1,0
8111,267612,80458,130924,803,1,20,40,299572,1,1,1,40,1,40,2,1,Manual,Manual,2,0
8112,267610,80456,130922,609,1,12,36,299564,1,1,1,36,1,36,2,1,Manual,Manual,3,0
8113,267604,80450,130913,1107,1,30,60,299565,1,1,1,60,1,60,2,1,Manual,Manual,2,0
8114,267591,80436,130886,445,1,3,3,299568,1,1,1,3,1,3,2,1,Manual,Manual,1,0
8117,267585,80429,130874,1282,1,9,36,191061,2,1,2,36,1.41421,50.9117,2,1,Manual,Manual,5.656855556,0
8123,267564,80408,130838,1,1,7,7,53802,1,1,1,7,1,7,2,1,Manual,Manual,1,0
8124,267561,80405,130832,3618,1,4,12,53821,2,2,2,12,2,24,2,1,Manual,Manual,6,0
8125,267560,80404,130831,2031,1,20,40,53821,1,1,1,40,1,40,2,1,Manual,Manual,2,0
8134,267546,80378,130786,194,1,10,10,299567,1,1,1,10,1,10,2,1,Manual,Manual,1,0
8137,267542,80373,130779,1033,1,20,40,179624,2,1,2,40,1.41421,56.5685,2,1,Manual,Manual,2.828425,0
8138,267541,80372,130777,3465,1,30,60,53821,1,2,1,60,1.41421,84.8528,2,1,Manual,Manual,2.828426667,0
8139,267536,80367,130771,3817,1,50,150,50883,3,1,3,150,1.73205,259.808,1,1,Automatic,Automatic,5.19616,0
8142,267529,80360,130761,2357,1,34,68,299564,1,1,1,68,1,68,2,1,Manual,Manual,2,0
8143,267528,80359,130760,2,1,13,26,53802,2,1,2,26,1.41421,36.7696,2,1,Manual,Manual,2.828430769,0
8146,267524,80355,130754,1915,1,17,68,190801,3,1,3,68,1.73205,117.779,2,1,Manual,Manual,6.928176471,0
8151,267516,80346,130742,314,1,3,6,242848,1,1,1,6,1,6,2,1,Manual,Manual,2,0
8158,267495,80322,130705,1589,1,10,20,190801,1,1,1,20,1,20,2,1,Manual,Manual,2,0
8159,267482,80305,130674,489,1,30,30,299567,1,1,1,30,1,30,2,1,Manual,Manual,1,0
8160,267479,80302,130669,268,1,5,10,53821,2,1,2,10,1.41421,14.1421,2,1,Manual,Manual,2.82842,0
8161,267478,80301,130668,673,1,40,80,53823,1,1,1,80,1,80,1,0,Automatic,Manual,2,0
8164,267474,80297,130661,422,1,3,6,50866,1,1,1,6,1,6,2,1,Manual,Manual,2,0
8165,267466,80289,130650,5002,1,29,116,299565,2,1,2,116,1.41421,164.049,2,1,Manual,Manual,5.656862069,0
8170,267456,80279,130634,678,1,6,12,299564,1,1,1,12,1,12,2,1,Manual,Manual,2,0
8173,267450,80272,130622,105,1,36,72,53802,2,1,2,72,1.41421,101.823,2,1,Manual,Manual,2.828416667,0
8174,267449,80271,130621,251,1,5,10,299565,1,1,1,10,1,10,2,1,Manual,Manual,2,0
8175,267438,80259,130601,2384,1,5,10,191063,1,1,1,10,1,10,2,1,Manual,Manual,2,0
8178,267428,80249,130585,1,1,3,6,191063,1,4,1,6,2,12,2,1,Manual,Manual,4,0
8181,267417,80236,130561,1415,1,24,48,299568,1,1,1,48,1,48,2,1,Manual,Manual,2,0
8186,267401,80219,130529,1593,1,36,72,299565,1,1,1,72,1,72,2,1,Manual,Manual,2,0
8189,267376,80192,130490,302,1,13,13,191061,1,1,1,13,1,13,2,1,Manual,Manual,1,0
8190,267375,80191,130489,543,1,5,20,191061,2,1,2,20,1.41421,28.2843,2,1,Manual,Manual,5.65686,0
8195,267366,80179,130469,264,1,8,8,299572,1,1,1,8,1,8,2,1,Manual,Manual,1,0
8196,267363,80176,130465,459,1,10,20,179624,1,1,1,20,1,20,2,1,Manual,Manual,2,0
8197,267361,80174,130463,2906,1,50,100,299564,1,1,1,100,1,100,2,0,Manual,Automatic,2,0
8200,267353,80166,130450,768,1,4,4,190801,1,1,1,4,1,4,2,1,Manual,Manual,1,0
8201,267351,80164,130447,1531,1,18,72,299564,2,1,2,72,1.41421,101.823,2,1,Manual,Manual,5.656833333,0
8204,267344,80157,130437,206,1,3,6,299572,1,1,1,6,1,6,2,1,Manual,Manual,2,0
8207,267336,80149,130424,4582,1,50,200,179624,2,1,2,200,1.41421,282.843,2,1,Manual,Manual,5.65686,0
8208,267332,80139,130404,353,1,34,102,53802,2,2,2,102,2,204,2,1,Manual,Manual,6,0
8211,267323,80130,130387,352,1,7,14,53821,1,1,1,14,1,14,2,1,Manual,Manual,2,0
8218,267299,80097,130341,2701,1,24,72,44963,1,1,1,72,1,72,2,1,Manual,Manual,3,0
8223,267294,80091,130331,1164,1,32,32,190801,1,1,1,32,1,32,2,1,Manual,Manual,1,0
8224,267291,80088,130326,1313,1,15,15,180470,1,1,1,15,1,15,2,1,Manual,Manual,1,0
8227,267283,80079,130311,125,1,10,20,53818,1,1,1,20,1,20,2,1,Manual,Manual,2,0
8228,267282,80078,130310,151,1,4,8,299572,1,1,1,8,1,8,2,1,Manual,Manual,2,0
8229,267280,80076,130307,1159,1,66,66,50883,1,2,1,66,1.41421,93.3381,1,0,Automatic,Manual,1.414213636,0
8230,267279,80075,130306,1,1,34,34,53821,1,1,1,34,1,34,2,1,Manual,Manual,1,0
8233,267272,80068,130296,335,1,3,6,242848,1,1,1,6,1,6,2,1,Manual,Manual,2,0
8234,267271,80067,130295,1009,1,22,66,50866,2,1,2,66,1.41421,93.3381,2,1,Manual,Manual,4.242640909,0
8239,267262,80058,130280,1998,1,35,70,299572,1,1,1,70,1,70,2,1,Manual,Manual,2,0
8240,267259,80055,130275,601,1,6,24,242848,2,1,2,24,1.41421,33.9411,2,1,Manual,Manual,5.65685,0
8241,267258,80054,130274,427,1,6,18,53802,3,1,3,18,1.73205,31.1769,2,1,Manual,Manual,5.19615,0
8246,267246,80040,130253,778,1,5,10,242848,1,1,1,10,1,10,2,1,Manual,Manual,2,0
8247,267244,80038,130250,426,1,14,28,299567,1,1,1,28,1,28,2,1,Manual,Manual,2,0
8250,267240,80034,130245,1041,1,15,30,299564,1,1,1,30,1,30,2,1,Manual,Manual,2,0
8255,267225,80019,130221,834,1,31,31,179624,1,1,1,31,1,31,2,1,Manual,Manual,1,0
8258,267207,79998,130189,1687,1,28,56,299567,1,1,1,56,1,56,2,1,Manual,Manual,2,0
8259,267202,79991,130178,3,1,28,28,53821,1,2,1,28,1.41421,39.598,2,1,Manual,Manual,1.414214286,0
8262,267200,79989,130175,2987,1,25,50,299568,1,1,1,50,1,50,2,1,Manual,Manual,2,0
8265,267193,79982,130165,979,1,12,12,299564,1,1,1,12,1,12,2,1,Manual,Manual,1,0
8266,267190,79979,130160,4097,1,19,38,242848,1,1,1,38,1,38,2,1,Manual,Manual,2,0
8267,267186,79975,130152,3,1,3,6,53802,1,2,1,6,1.41421,8.48528,2,1,Manual,Manual,2.828426667,0
8268,267185,79974,130151,3470,1,28,168,44963,6,1,6,168,2.44949,411.514,2,1,Manual,Manual,14.69692857,0
8281,267162,79951,130110,725,1,5,10,190801,1,1,1,10,1,10,2,1,Manual,Manual,2,0
8284,267154,79942,130093,12,1,3,3,53802,1,1,1,3,1,3,2,1,Manual,Manual,1,0
8285,267150,79938,130086,1,1,25,25,180470,1,1,1,25,1,25,2,1,Manual,Manual,1,0
8286,267142,79927,130069,822,1,3,6,191063,2,1,2,6,1.41421,8.48528,2,1,Manual,Manual,2.828426667,0
8289,267136,79921,130062,1464,1,8,32,299565,2,1,2,32,1.41421,45.2548,2,1,Manual,Manual,5.65685,0
8290,267133,79918,130058,353,1,15,15,299565,1,1,1,15,1,15,2,1,Manual,Manual,1,0
8293,267121,79906,130035,1,1,30,30,180470,1,1,1,30,1,30,2,1,Manual,Manual,1,0
8294,267116,79900,130025,1310,1,65,130,53813,1,1,1,130,1,130,1,1,Automatic,Automatic,2,0
8295,267111,79895,130017,732,1,7,21,299565,2,1,2,21,1.41421,29.6985,2,1,Manual,Manual,4.242642857,0
8298,267102,79886,130000,541,1,10,20,299565,1,2,1,20,1.41421,28.2843,2,1,Manual,Manual,2.82843,0
8305,267082,79866,129967,217,1,5,5,53821,1,1,1,5,1,5,2,1,Manual,Manual,1,0
8306,267079,79863,129963,1680,1,50,100,299567,1,1,1,100,1,100,2,0,Manual,Automatic,2,0
8309,267069,79852,129945,2,1,3,6,53802,1,1,1,6,1,6,2,1,Manual,Manual,2,0
8310,267067,79849,129940,1272,1,13,13,190801,1,3,1,26,1.73205,45.0333,2,1,Manual,Manual,3.4641,0
8311,267052,79833,129916,549,1,8,24,299567,1,2,1,24,1.41421,33.9411,2,1,Manual,Manual,4.2426375,0
8312,267051,79832,129915,153,1,6,24,53802,2,1,2,24,1.41421,33.9411,2,1,Manual,Manual,5.65685,0
8313,267047,79827,129907,1438,1,44,88,179624,1,1,1,88,1,88,2,1,Manual,Manual,2,0
8316,267042,79820,129897,455,1,14,28,179624,1,1,1,28,1,28,2,1,Manual,Manual,2,0
8319,267038,79816,129889,590,1,12,24,53821,1,1,1,24,1,24,2,1,Manual,Manual,2,0
8322,267025,79797,129862,2068,1,14,28,53818,1,1,1,28,1,28,2,1,Manual,Manual,2,0
8323,267024,79796,129861,765,1,10,20,179624,2,1,2,20,1.41421,28.2843,2,1,Manual,Manual,2.82843,0
8324,267022,79794,129859,7,1,5,10,53802,1,1,1,10,1,10,2,1,Manual,Manual,2,0
8325,267021,79793,129858,772,1,6,12,190801,1,1,1,12,1,12,2,1,Manual,Manual,2,0
8328,267013,79785,129845,4583,1,63,189,50883,6,1,6,189,2.44949,462.954,1,1,Automatic,Automatic,7.34847619,0
8333,267009,79781,129838,4213,1,25,75,299565,2,1,2,75,1.41421,106.066,2,1,Manual,Manual,4.24264,0
8336,267005,79777,129831,1778,1,11,22,191061,1,1,1,22,1,22,2,1,Manual,Manual,2,0
8347,266970,79736,129760,432,1,7,14,53821,1,1,1,14,1,14,2,1,Manual,Manual,2,0
8348,266964,79730,129750,1,1,29,29,180470,1,1,1,29,1,29,2,1,Manual,Manual,1,0
8349,266963,79729,129749,1850,1,23,46,50866,2,1,2,46,1.41421,65.0538,2,1,Manual,Manual,2.828426087,0
8350,266961,79724,129744,2714,1,50,100,242885,1,1,1,100,1,100,1,0,Automatic,Manual,2,0
8351,266958,79720,129736,387,1,6,12,179624,1,2,1,12,1.41421,16.9706,2,1,Manual,Manual,2.828433333,0
8352,266950,79710,129719,1266,1,6,18,190801,2,1,2,18,1.41421,25.4558,2,1,Manual,Manual,4.242633333,0
8353,266946,79706,129712,3256,1,35,105,299568,2,1,2,105,1.41421,148.492,2,1,Manual,Manual,4.242628571,0
8356,266936,79695,129691,1133,1,5,20,179624,2,1,2,20,1.41421,28.2843,2,1,Manual,Manual,5.65686,0
8359,266930,79689,129683,1211,1,18,54,191063,2,1,2,54,1.41421,76.3675,2,1,Manual,Manual,4.242638889,0
8360,266920,79675,129665,507,1,7,7,299564,1,1,1,7,1,7,2,1,Manual,Manual,1,0
8361,266919,79674,129664,1973,1,16,32,179624,1,1,1,32,1,32,2,1,Manual,Manual,2,0
8366,266916,79671,129659,686,1,10,20,53821,1,1,1,20,1,20,2,1,Manual,Manual,2,0
8367,266915,79670,129658,666,1,12,24,191061,1,1,1,24,1,24,2,1,Manual,Manual,2,0
8368,266913,79668,129656,526,1,11,22,299567,1,1,1,22,1,22,2,1,Manual,Manual,2,0
8371,266898,79652,129636,2258,1,24,72,190801,2,1,2,72,1.41421,101.823,2,1,Manual,Manual,4.242625,0
8374,266876,79630,129603,739,1,12,24,190801,2,1,2,24,1.41421,33.9411,2,1,Manual,Manual,2.828425,0
8375,266875,79629,129602,734,1,24,24,190801,1,1,1,24,1,24,2,1,Manual,Manual,1,0
8380,266869,79623,129593,545,1,8,24,50866,2,1,2,24,1.41421,33.9411,2,1,Manual,Manual,4.2426375,0
8381,266864,79616,129583,1,1,4,12,53821,2,1,2,12,1.41421,16.9706,2,1,Manual,Manual,4.24265,0
8382,266862,79614,129580,364,1,3,6,299572,1,1,1,6,1,6,2,1,Manual,Manual,2,0
8389,266856,79608,129571,1518,1,3,6,242848,1,1,1,6,1,6,2,1,Manual,Manual,2,0
8392,266854,79606,129568,1237,1,6,12,299564,2,1,2,12,1.41421,16.9706,2,1,Manual,Manual,2.828433333,0
8393,266852,79604,129566,1278,1,8,8,299564,1,1,1,8,1,8,2,1,Manual,Manual,1,0
8398,266848,79600,129560,1137,1,20,40,299565,1,1,1,40,1,40,2,1,Manual,Manual,2,0
8399,266840,79592,129550,1,1,3,3,53821,1,1,1,3,1,3,2,1,Manual,Manual,1,0
8404,266836,79588,129544,572,1,15,15,191063,1,1,1,15,1,15,2,1,Manual,Manual,1,0
8405,266832,79584,129538,1,1,6,12,53821,1,1,1,12,1,12,2,1,Manual,Manual,2,0
8406,266831,79583,129537,1011,1,15,30,53821,1,1,1,30,1,30,2,1,Manual,Manual,2,0
8411,266819,79571,129518,606,1,3,6,299568,1,1,1,6,1,6,2,1,Manual,Manual,2,0
8414,266812,79564,129505,954,1,14,28,191061,1,1,1,28,1,28,2,1,Manual,Manual,2,0
8417,266809,79561,129499,1,1,10,20,53802,2,2,2,20,2,40,2,1,Manual,Manual,4,0
8418,266807,79559,129497,1384,1,41,41,299564,1,2,1,41,1.41421,57.9828,2,1,Manual,Manual,1.414214634,0
8423,266799,79550,129480,604,1,12,12,179624,1,1,1,12,1,12,2,1,Manual,Manual,1,0
8426,266795,79546,129473,2984,1,3,6,179624,1,2,1,6,1.41421,8.48528,2,1,Manual,Manual,2.828426667,0
8431,266790,79541,129464,1409,1,3,12,299568,2,1,2,12,1.41421,16.9706,2,1,Manual,Manual,5.656866667,0
8432,266789,79540,129462,1494,1,18,54,299567,2,2,2,54,2,108,2,1,Manual,Manual,6,0
8439,266774,79525,129437,7,1,3,9,53802,1,1,1,9,1,9,2,1,Manual,Manual,3,0
8442,266768,79519,129426,2457,1,20,60,44963,2,1,2,60,1.41421,84.8528,2,1,Manual,Manual,4.24264,0
8447,266759,79509,129409,1094,1,7,21,299572,2,1,2,21,1.41421,29.6985,2,1,Manual,Manual,4.242642857,0
8448,266758,79508,129408,2319,1,28,84,44963,2,1,2,84,1.41421,118.794,2,1,Manual,Manual,4.242642857,0
8449,266753,79503,129401,303,1,11,33,53802,2,1,2,33,1.41421,46.669,2,1,Manual,Manual,4.242636364,0
8458,266735,79483,129367,368,1,8,8,299565,1,1,1,8,1,8,2,1,Manual,Manual,1,0
8459,266733,79481,129364,82,1,7,14,53821,1,1,1,14,1,14,2,1,Manual,Manual,2,0
8460,266732,79480,129363,2358,1,24,72,191063,2,1,2,72,1.41421,101.823,2,1,Manual,Manual,4.242625,0
8463,266730,79478,129359,374,1,7,14,299572,1,2,1,14,1.41421,19.799,2,1,Manual,Manual,2.828428571,0
8464,266727,79475,129354,331,1,4,8,179624,1,1,1,8,1,8,2,1,Manual,Manual,2,0
8465,266726,79474,129353,244,1,4,8,299565,1,1,1,8,1,8,2,1,Manual,Manual,2,0
8466,266724,79472,129351,1464,1,24,48,299564,1,1,1,48,1,48,2,1,Manual,Manual,2,0
8467,266716,79460,129330,1236,1,12,12,179624,1,1,1,12,1,12,2,1,Manual,Manual,1,0
8468,266711,79454,129319,4410,1,70,140,53813,2,2,5,140,3.16228,442.719,1,1,Automatic,Automatic,6.324557143,0
8471,266704,79447,129309,5,1,20,20,53802,1,1,1,20,1,20,2,1,Manual,Manual,1,0
8476,266685,79427,129272,1017,1,3,3,242848,1,1,1,3,1,3,2,1,Manual,Manual,1,0
8477,266683,79425,129270,2683,1,22,88,44963,3,1,3,88,1.73205,152.42,2,1,Manual,Manual,6.928181818,0
8484,266664,79402,129235,5076,1,48,144,190801,2,1,2,144,1.41421,203.647,2,1,Manual,Manual,4.242645833,0
8489,266658,79396,129225,2137,1,17,34,299564,1,1,1,34,1,34,2,1,Manual,Manual,2,0
8490,266655,79393,129221,5,1,13,52,53802,2,1,2,52,1.41421,73.5391,2,1,Manual,Manual,5.656853846,0
8491,266652,79390,129217,2350,1,38,76,191061,1,1,1,76,1,76,2,1,Manual,Manual,2,0
8492,266650,79387,129212,2153,1,50,50,191061,1,1,1,50,1,50,2,1,Manual,Manual,1,0
8493,266645,79382,129204,11560,1,13,26,179624,1,1,1,26,1,26,2,1,Manual,Manual,2,0
8496,266640,79376,129195,2646,1,10,20,191063,1,2,1,20,1.41421,28.2843,2,1,Manual,Manual,2.82843,0
8499,266637,79373,129190,431,1,10,40,50866,2,1,2,40,1.41421,56.5685,2,1,Manual,Manual,5.65685,0
8500,266635,79371,129187,969,1,10,40,50866,2,2,2,40,2,80,2,1,Manual,Manual,8,0
8505,266607,79342,129140,29,1,10,10,53802,1,1,1,10,1,10,2,1,Manual,Manual,1,0
8506,266603,79338,129135,2498,1,8,16,299564,1,1,1,16,1,16,2,1,Manual,Manual,2,0
8509,266601,79336,129132,632,1,12,24,44963,2,1,2,24,1.41421,33.9411,2,1,Manual,Manual,2.828425,0
8512,266591,79326,129114,2612,1,3,6,242848,1,1,1,6,1,6,2,1,Manual,Manual,2,0
8515,266584,79316,129100,1451,1,8,16,299567,1,1,1,16,1,16,2,1,Manual,Manual,2,0
8518,266576,79308,129087,2,1,20,20,44963,1,2,1,20,1.41421,28.2843,2,1,Manual,Manual,1.414215,0
8523,266550,79279,129037,335,1,6,12,179624,1,1,1,12,1,12,2,1,Manual,Manual,2,0
8534,266524,79249,128984,3,1,3,3,299564,1,1,1,3,1,3,2,1,Manual,Manual,1,0
8535,266518,79242,128974,1153,1,33,33,299564,1,1,1,33,1,33,2,1,Manual,Manual,1,0
8542,266509,79232,128957,1512,1,5,5,190801,1,1,1,5,1,5,2,1,Manual,Manual,1,0
8543,266506,79229,128953,215,1,5,20,53802,1,1,1,20,1,20,2,1,Manual,Manual,4,0
8544,266504,79225,128944,3,1,14,28,53802,1,1,1,28,1,28,2,1,Manual,Manual,2,0
8545,266499,79220,128937,367,1,10,10,299567,1,1,1,10,1,10,2,1,Manual,Manual,1,0
8560,266473,79193,128891,5153,1,150,300,242885,1,1,1,300,1,300,1,1,Automatic,Automatic,2,0
8561,266462,79181,128871,608,1,50,50,242885,1,1,1,50,1,50,1,0,Automatic,Manual,1,0
8564,266457,79176,128863,1149,1,9,9,44963,1,1,1,9,1,9,2,1,Manual,Manual,1,0
8569,266438,79157,128833,241,1,3,6,50866,1,1,1,6,1,6,2,1,Manual,Manual,2,0
8572,266431,79150,128824,397,1,12,12,44963,1,1,1,12,1,12,2,1,Manual,Manual,1,0
8583,266413,79130,128789,3252,1,16,16,44963,1,1,1,16,1,16,2,1,Manual,Manual,1,0
8586,266411,79128,128786,3677,1,50,100,242885,2,1,2,100,1.41421,141.421,1,1,Automatic,Automatic,2.82842,0
8591,266408,79125,128781,630,1,27,27,179624,1,1,1,27,1,27,2,1,Manual,Manual,1,0
8594,266401,79117,131054,3849,1,100,100,242848,1,2,1,100,1.41421,141.421,2,1,Manual,Manual,1.41421,0
8595,266393,79108,128752,1631,1,10,20,191061,1,1,1,20,1,20,2,1,Manual,Manual,2,0
8600,266367,79078,128699,2,1,3,3,180470,1,1,1,3,1,3,2,1,Manual,Manual,1,0
8607,266340,79046,128649,418,1,7,21,53821,2,1,2,21,1.41421,29.6985,2,1,Manual,Manual,4.242642857,0
8620,266316,79020,128609,406,1,12,12,44963,1,1,1,12,1,12,2,1,Manual,Manual,1,0
8621,266302,78997,128568,2019,1,21,84,179624,2,1,2,84,1.41421,118.794,2,1,Manual,Manual,5.656857143,0
8628,266286,78971,128518,2350,1,23,23,299564,1,1,1,23,1,23,2,1,Manual,Manual,1,0
8635,266272,78955,128492,341,1,7,14,299572,1,1,1,14,1,14,2,1,Manual,Manual,2,0
8640,266261,78944,128474,348,1,15,30,190801,1,1,1,30,1,30,2,1,Manual,Manual,2,0
8643,266250,78933,128457,38,1,3,6,50866,1,1,1,6,1,6,2,1,Manual,Manual,2,0
8650,266225,78899,128406,2,1,17,34,53821,1,1,1,34,1,34,2,1,Manual,Manual,2,0
8661,266207,78881,128375,1675,1,30,60,299564,1,1,1,60,1,60,2,1,Manual,Manual,2,0
8662,266206,78880,128374,350,1,5,10,179624,1,1,1,10,1,10,2,1,Manual,Manual,2,0
8665,266187,78861,128344,907,1,3,6,179624,2,1,2,6,1.41421,8.48528,2,1,Manual,Manual,2.828426667,0
8668,266181,78855,128335,3105,1,10,10,190801,1,1,1,10,1,10,2,1,Manual,Manual,1,0
8675,266166,78836,128307,7242,1,55,55,242885,1,1,1,55,1,55,1,0,Automatic,Manual,1,0
8682,266159,78828,128295,225,1,3,12,44963,2,1,2,12,1.41421,16.9706,2,1,Manual,Manual,5.656866667,0
8683,266158,78827,128294,2334,1,22,44,299564,1,1,1,44,1,44,2,1,Manual,Manual,2,0
8684,266153,78822,128287,10,1,9,9,53802,1,1,1,9,1,9,2,1,Manual,Manual,1,0
8689,266149,78818,128280,1,1,21,63,50780,1,1,1,63,1,63,2,1,Manual,Manual,3,0
8692,266131,78797,128243,577,1,9,18,179624,2,1,2,18,1.41421,25.4558,2,1,Manual,Manual,2.828422222,0
8695,266126,78792,128235,1008,1,15,30,53821,2,1,2,30,1.41421,42.4264,2,1,Manual,Manual,2.828426667,0
8698,266124,78790,128231,1946,1,11,33,179624,2,2,2,33,2,66,2,1,Manual,Manual,6,0
8701,266118,78783,128219,3347,1,30,30,242885,1,1,1,30,1,30,1,0,Automatic,Manual,1,0
8702,266117,78782,128218,1330,1,18,54,191063,2,1,2,54,1.41421,76.3675,2,1,Manual,Manual,4.242638889,0
8705,266114,78779,128213,1457,1,22,22,190801,1,1,1,22,1,22,2,1,Manual,Manual,1,0
8706,266109,78773,128204,1261,1,4,8,299568,1,1,1,8,1,8,2,1,Manual,Manual,2,0
8707,266106,78770,128200,530,1,7,14,44963,1,1,1,14,1,14,2,1,Manual,Manual,2,0
8708,266103,78764,128190,16,1,8,16,53821,1,1,1,16,1,16,2,1,Manual,Manual,2,0
8709,266098,78759,128183,3356,1,14,28,242848,1,1,1,28,1,28,2,1,Manual,Manual,2,0
8710,266095,78756,128178,308,1,15,15,50866,1,1,1,15,1,15,2,1,Manual,Manual,1,0
8713,266082,78739,128150,4597,1,100,200,299564,2,1,2,200,1.41421,282.843,1,1,Automatic,Automatic,2.82843,0
8724,266062,78717,128114,2654,1,33,66,50866,1,1,1,66,1,66,2,1,Manual,Manual,2,0
8729,266050,78700,128088,1820,1,17,34,50866,2,1,2,34,1.41421,48.0833,2,1,Manual,Manual,2.828429412,0
8734,266043,78692,128073,863,1,17,34,299572,2,1,2,34,1.41421,48.0833,2,1,Manual,Manual,2.828429412,0
8742,266024,78671,128038,394,1,4,12,179624,2,1,2,12,1.41421,16.9706,2,1,Manual,Manual,4.24265,0
8749,265992,78636,127984,248,1,10,20,53802,1,1,1,20,1,20,2,1,Manual,Manual,2,0
8752,265980,78624,127966,3843,1,87,87,191063,1,1,1,87,1,87,2,0,Manual,Automatic,1,0
8753,265979,78623,127965,1,1,7,14,50780,1,1,1,14,1,14,1,0,Automatic,Manual,2,0
8760,265962,78606,127935,4,1,8,16,242848,2,1,2,16,1.41421,22.6274,2,1,Manual,Manual,2.828425,0
8761,265959,78603,127930,1054,1,11,22,53821,1,2,1,22,1.41421,31.1127,2,1,Manual,Manual,2.828427273,0
8762,265958,78602,127929,1740,1,11,22,242848,1,1,1,22,1,22,2,1,Manual,Manual,2,0
8763,265948,78591,127913,2380,1,10,20,242848,1,1,1,20,1,20,2,1,Manual,Manual,2,0
8764,265944,78587,127909,1288,1,17,51,44963,3,1,3,51,1.73205,88.3346,2,1,Manual,Manual,5.196152941,0
8771,265937,78580,127896,617,1,25,25,191063,2,1,2,25,1.41421,35.3553,2,1,Manual,Manual,1.414212,0
8772,265932,78575,127889,9,1,13,26,53821,1,1,1,26,1,26,2,1,Manual,Manual,2,0
8775,265927,78570,127880,84197,1,40,80,242848,1,1,1,80,1,80,2,1,Manual,Manual,2,0
8776,265923,78565,127872,80741,1,20,40,242848,1,1,1,40,1,40,2,1,Manual,Manual,2,0
8779,265913,78555,127861,1080,1,5,10,179624,1,1,1,10,1,10,2,1,Manual,Manual,2,0
8780,265912,78554,127860,991,1,20,40,299567,1,1,1,40,1,40,2,1,Manual,Manual,2,0
8781,265910,78552,127858,526,1,15,15,242848,1,1,1,15,1,15,2,1,Manual,Manual,1,0
8782,265909,78551,127857,4,1,4,4,190801,1,1,1,4,1,4,2,1,Manual,Manual,1,0
8785,265899,78541,127838,81824,1,33,66,299567,1,1,1,66,1,66,2,1,Manual,Manual,2,0
8790,265892,78533,127824,914,1,18,36,299565,1,1,1,36,1,36,2,1,Manual,Manual,2,0
8793,265881,78516,127795,395,1,12,24,179624,1,1,1,24,1,24,2,1,Manual,Manual,2,0
8796,265860,78491,127758,1667,1,6,18,299568,2,1,2,18,1.41421,25.4558,2,1,Manual,Manual,4.242633333,0
8797,265856,78487,127752,663,1,14,14,191063,1,1,1,14,1,14,2,1,Manual,Manual,1,0
8798,265852,78483,127747,799,1,32,32,191061,1,2,1,32,1.41421,45.2548,2,1,Manual,Manual,1.4142125,0
8799,265851,78482,127746,1093,1,24,48,190801,2,1,2,48,1.41421,67.8822,2,1,Manual,Manual,2.828425,0
8802,265844,78474,127733,2291,1,15,15,191063,1,1,1,15,1,15,2,1,Manual,Manual,1,0
8807,265834,78464,127715,1222,1,10,20,44963,1,1,1,20,1,20,2,1,Manual,Manual,2,0
8812,265830,78460,127708,188,1,3,6,299565,1,1,1,6,1,6,2,1,Manual,Manual,2,0
8813,265828,78458,127706,232,1,4,8,299564,1,1,1,8,1,8,2,1,Manual,Manual,2,0
8814,265821,78451,127697,454,1,11,22,179624,1,1,1,22,1,22,2,1,Manual,Manual,2,0
8815,265820,78450,127696,712,1,12,24,44963,1,1,1,24,1,24,2,1,Manual,Manual,2,0
8818,265814,78444,127688,881,1,50,150,191063,2,1,2,150,1.41421,212.132,2,1,Manual,Manual,4.24264,0
8821,265812,78442,127685,288,1,3,6,44963,1,2,1,6,1.41421,8.48528,2,1,Manual,Manual,2.828426667,0
8824,265805,78433,127669,8,1,18,18,53802,1,2,1,18,1.41421,25.4558,2,1,Manual,Manual,1.414211111,0
8825,265804,78432,127667,1672,1,11,22,53821,1,2,1,22,1.41421,31.1127,2,1,Manual,Manual,2.828427273,0
