,orderId,tab_id,dopa_id,runTime,tabsPerOrder,tab_tot_pcs,dopa_tot_imp,printer,dopa_tot_inks,dopas_per_tab,inks_per_tab,tot_imps_per_tab,tab_score_reg,tab_score_weighted,stationTypeId,good,actual,pred,WSPP,mult_dopa
342,306029,124239,199667,517,1,12,24,191063,1,2,1,24,1.41421,33.9411,2,1,Manual,Manual,2.828425,0
345,306019,124226,199645,739,1,12,12,404135,1,1,1,12,1,12,2,1,Manual,Manual,1,0
348,306006,124212,199622,1370,1,14,14,581359,1,1,1,14,1,14,2,1,Manual,Manual,1,0
349,306002,124208,199616,136,1,3,3,191063,1,2,1,3,1.41421,4.24264,2,1,Manual,Manual,1.414213333,0
350,306001,124207,199615,782,1,25,25,190801,1,1,1,25,1,25,2,1,Manual,Manual,1,0
353,305987,124188,199584,6187,1,7,28,581359,2,2,2,28,2,56,2,1,Manual,Manual,8,0
354,305984,124185,199580,1164,1,6,12,562266,1,1,1,12,1,12,2,1,Manual,Manual,2,0
355,305978,124179,199573,90,1,3,6,190801,1,1,1,6,1,6,2,1,Manual,Manual,2,0
360,305962,124161,199546,163,1,3,6,299568,1,1,1,6,1,6,2,1,Manual,Manual,2,0
361,305960,124159,199543,62327,1,7,21,242885,1,2,1,21,1.41421,29.6985,2,1,Manual,Manual,4.242642857,0
362,305957,124155,199538,445,1,13,26,50866,1,1,1,26,1,26,2,1,Manual,Manual,2,0
365,305949,124147,199528,452,1,11,22,53821,1,1,1,22,1,22,2,1,Manual,Manual,2,0
366,305942,124138,199513,594,1,3,6,299568,1,1,1,6,1,6,2,1,Manual,Manual,2,0
375,305918,124114,199472,1723,1,40,40,190801,1,1,1,40,1,40,2,1,Manual,Manual,1,0
376,305912,124105,199458,1833,1,20,40,191063,1,1,1,40,1,40,2,1,Manual,Manual,2,0
379,305904,124096,199441,279,1,5,5,541683,1,1,1,5,1,5,2,1,Manual,Manual,1,0
382,305896,124087,199428,397,1,6,12,53821,1,1,1,12,1,12,2,1,Manual,Manual,2,0
389,305873,124060,199385,947,1,3,3,299568,1,1,1,3,1,3,2,1,Manual,Manual,1,0
396,305851,124027,199336,1462,1,44,88,53821,1,2,1,88,1.41421,124.451,2,1,Manual,Manual,2.828431818,0
399,305844,124020,199329,2480,1,85,170,490995,1,1,1,170,1,170,1,1,Automatic,Automatic,2,0
404,305834,124009,199310,3,1,25,250,191063,5,1,5,250,2.23607,559.017,2,1,Manual,Manual,22.36068,0
405,305826,124000,199295,172,1,5,5,50866,1,1,1,5,1,5,2,1,Manual,Manual,1,0
408,305814,123989,199277,1047,1,10,30,190801,2,1,2,30,1.41421,42.4264,2,1,Manual,Manual,4.24264,0
409,305810,123984,199269,125,1,3,6,53821,1,2,1,6,1.41421,8.48528,2,1,Manual,Manual,2.828426667,0
414,305801,123975,199252,338,1,7,14,191063,1,1,1,14,1,14,2,1,Manual,Manual,2,0
419,305791,123965,199234,2119,1,43,43,562266,1,1,1,43,1,43,2,0,Manual,Automatic,1,0
420,305788,123962,199230,510,1,13,39,50866,1,1,1,39,1,39,2,1,Manual,Manual,3,0
421,305784,123958,199224,178,1,4,8,190801,1,2,1,8,1.41421,11.3137,2,1,Manual,Manual,2.828425,0
424,305778,123951,199212,77,1,20,80,50866,2,2,2,80,2,160,2,1,Manual,Manual,8,0
429,305760,123928,199176,5209,1,40,80,581359,2,1,2,80,1.41421,113.137,2,0,Manual,Automatic,2.828425,0
432,305756,123924,199170,60,1,3,6,299564,2,1,2,6,1.41421,8.48528,2,1,Manual,Manual,2.828426667,0
437,305745,123914,199155,963,1,25,50,190801,1,1,1,50,1,50,2,1,Manual,Manual,2,0
438,305741,123910,199148,924,1,12,24,242865,1,2,1,24,1.41421,33.9411,2,1,Manual,Manual,2.828425,0
439,305738,123907,199144,18,1,19,38,562266,2,1,2,38,1.41421,53.7401,2,1,Manual,Manual,2.828426316,0
440,305732,123900,199134,1377,1,9,27,191061,2,1,2,27,1.41421,38.1838,2,1,Manual,Manual,4.242644444,0
441,305730,123898,199131,1617,1,19,57,242865,1,1,1,57,1,57,2,1,Manual,Manual,3,0
444,305716,123884,199110,2237,1,17,68,53821,3,1,3,68,1.73205,117.779,2,1,Manual,Manual,6.928176471,0
445,305709,123879,199104,3474,1,29,58,404135,1,1,1,58,1,58,2,1,Manual,Manual,2,0
448,305691,123854,199067,1445,1,25,50,299568,1,1,1,50,1,50,2,1,Manual,Manual,2,0
449,305687,123849,199058,660,1,5,5,299568,1,2,1,5,1.41421,7.07107,2,1,Manual,Manual,1.414214,0
454,305667,123830,199029,13,1,3,6,562266,1,1,1,6,1,6,2,1,Manual,Manual,2,0
455,305662,123824,199020,865,1,3,12,50866,2,2,2,12,2,24,2,1,Manual,Manual,8,0
458,305659,123821,199015,2,1,65,65,242865,1,1,1,65,1,65,2,1,Manual,Manual,1,0
465,305652,123814,199000,790,1,8,16,581359,1,1,1,16,1,16,2,1,Manual,Manual,2,0
466,305651,123812,198998,1502,1,38,76,53821,1,1,1,76,1,76,2,1,Manual,Manual,2,0
469,305645,123805,198988,5544,1,31,93,404135,3,2,3,93,2.44949,227.803,2,1,Manual,Manual,7.348483871,0
470,305644,123806,198990,1414,1,10,20,404135,1,1,1,20,1,20,2,1,Manual,Manual,2,0
473,305642,123803,198984,856,1,3,9,191063,2,2,2,9,2,18,2,1,Manual,Manual,6,0
474,305639,123800,198980,912,1,8,16,50866,2,1,2,16,1.41421,22.6274,2,1,Manual,Manual,2.828425,0
475,305637,123798,198977,944,1,6,12,581359,1,1,1,12,1,12,2,1,Manual,Manual,2,0
478,305633,123795,198973,231,1,3,3,581359,1,1,1,3,1,3,2,1,Manual,Manual,1,0
479,305630,123790,198966,5,1,36,72,562266,1,1,1,72,1,72,2,1,Manual,Manual,2,0
480,305626,123786,198962,2280,1,50,50,581359,1,1,1,50,1,50,2,1,Manual,Manual,1,0
483,305622,123782,198956,293,1,3,6,541683,1,1,1,6,1,6,2,1,Manual,Manual,2,0
486,305618,123777,198947,406,1,3,6,299568,2,1,2,6,1.41421,8.48528,2,1,Manual,Manual,2.828426667,0
487,305617,123776,198945,776,1,8,24,242865,2,2,2,24,2,48,2,1,Manual,Manual,6,0
490,305612,123771,198936,832,1,3,6,404135,1,1,1,6,1,6,2,1,Manual,Manual,2,0
491,305610,123767,198931,247,1,9,9,541683,1,2,1,9,1.41421,12.7279,2,1,Manual,Manual,1.414211111,0
494,305603,123760,198921,1369,1,4,16,50866,1,1,1,16,1,16,2,1,Manual,Manual,4,0
507,305591,123742,198890,626,1,12,12,191063,1,1,1,12,1,12,2,1,Manual,Manual,1,0
514,305582,123731,198874,467,1,24,48,53821,1,1,1,48,1,48,2,1,Manual,Manual,2,0
519,305576,123725,198863,538,1,12,12,191061,1,1,1,12,1,12,2,1,Manual,Manual,1,0
520,305575,123724,198862,12,1,7,7,562266,1,1,1,7,1,7,2,1,Manual,Manual,1,0
523,305565,123707,198833,875,1,6,12,191063,1,2,1,12,1.41421,16.9706,2,1,Manual,Manual,2.828433333,0
528,305555,123698,198820,4504,1,41,164,242865,3,1,3,164,1.73205,284.056,2,1,Manual,Manual,6.928195122,0
529,305550,123690,198808,3440,1,50,100,530379,1,1,1,100,1,100,1,0,Automatic,Manual,2,0
530,305547,123686,198803,553,1,4,8,50866,1,2,1,8,1.41421,11.3137,2,1,Manual,Manual,2.828425,0
533,305542,123681,198796,1013,1,19,19,562266,1,1,1,19,1,19,2,1,Manual,Manual,1,0
536,305524,123667,198775,701,1,5,5,299568,1,1,1,5,1,5,2,1,Manual,Manual,1,0
547,305490,123635,198720,2050,1,24,48,50866,1,1,1,48,1,48,2,1,Manual,Manual,2,0
548,305486,123630,198713,5634,1,16,80,50866,3,3,3,192,3,576,2,1,Manual,Manual,36,0
549,305476,123613,198681,575,1,3,6,541683,1,1,1,6,1,6,2,1,Manual,Manual,2,0
550,305475,123612,198680,217,1,3,6,53821,1,1,1,6,1,6,2,1,Manual,Manual,2,0
551,305471,123608,198674,736,1,3,6,581359,1,1,1,6,1,6,2,1,Manual,Manual,2,0
558,305459,123595,198656,1775,1,19,19,53821,1,1,1,19,1,19,2,1,Manual,Manual,1,0
559,305456,123592,198653,1274,1,12,12,581359,1,1,1,12,1,12,2,1,Manual,Manual,1,0
562,305443,123577,198632,1254,1,4,4,581359,1,2,1,4,1.41421,5.65685,2,1,Manual,Manual,1.4142125,0
573,305411,123539,198571,726,1,8,16,53821,1,1,1,16,1,16,2,1,Manual,Manual,2,0
574,305410,123538,198570,233,1,6,12,190801,1,1,1,12,1,12,2,1,Manual,Manual,2,0
575,305407,123535,198567,961,1,7,14,404135,1,1,1,14,1,14,2,1,Manual,Manual,2,0
578,305393,123520,198545,1556,1,25,50,299568,1,1,1,50,1,50,2,1,Manual,Manual,2,0
585,305372,123488,198490,382,1,14,14,179624,1,1,1,14,1,14,2,1,Manual,Manual,1,0
588,305365,123481,198481,1943,1,25,50,581359,1,1,1,50,1,50,2,1,Manual,Manual,2,0
589,305359,123475,198472,4,1,19,19,562266,1,1,1,19,1,19,2,1,Manual,Manual,1,0
592,305347,123466,198458,841,1,6,12,404135,2,2,2,12,2,24,2,1,Manual,Manual,4,0
593,305346,123465,198456,3669,1,33,99,541683,2,1,2,99,1.41421,140.007,2,1,Manual,Manual,4.242636364,0
594,305339,123456,198441,742,1,16,32,53821,1,1,1,32,1,32,2,1,Manual,Manual,2,0
595,305338,123455,198440,2,1,3,6,562266,1,1,1,6,1,6,2,1,Manual,Manual,2,0
600,305322,123437,198411,1297,1,9,9,404135,1,1,1,9,1,9,2,1,Manual,Manual,1,0
603,305312,123426,198398,1537,1,4,8,541683,1,1,1,8,1,8,2,1,Manual,Manual,2,0
608,305304,123418,198387,925,1,20,20,581359,1,2,1,20,1.41421,28.2843,2,1,Manual,Manual,1.414215,0
611,305298,123412,198376,1816,1,17,17,581359,1,1,1,17,1,17,2,1,Manual,Manual,1,0
612,305297,123411,198375,682,1,8,16,541683,1,1,1,16,1,16,2,1,Manual,Manual,2,0
615,305293,123407,198370,193,1,18,18,404135,1,1,1,18,1,18,2,1,Manual,Manual,1,0
618,305290,123403,198364,3822,1,16,32,404135,2,1,2,32,1.41421,45.2548,2,1,Manual,Manual,2.828425,0
621,305286,123399,198357,662,1,8,8,404135,1,1,1,8,1,8,2,1,Manual,Manual,1,0
624,305284,123397,198354,147,1,3,6,53821,1,1,1,6,1,6,2,1,Manual,Manual,2,0
625,305277,123389,198343,919,1,3,6,581359,1,1,1,6,1,6,2,1,Manual,Manual,2,0
628,305268,123381,198331,1936,1,7,14,190801,1,2,1,14,1.41421,19.799,2,1,Manual,Manual,2.828428571,0
631,305260,123373,198318,2859,1,40,80,50866,1,1,1,80,1,80,2,1,Manual,Manual,2,0
632,305256,123369,198312,861,1,23,46,190801,1,1,1,46,1,46,2,1,Manual,Manual,2,0
648,305235,123350,198278,5758,1,57,114,541683,1,1,1,114,1,114,2,0,Manual,Automatic,2,0
649,305229,123344,198269,4,1,8,8,530373,1,1,1,8,1,8,2,1,Manual,Manual,1,0
650,305217,123335,198256,4028,1,36,144,190801,2,1,2,144,1.41421,203.647,2,1,Manual,Manual,5.656861111,0
653,305211,123330,198247,471,1,12,12,191063,1,1,1,12,1,12,2,1,Manual,Manual,1,0
656,305198,123317,198226,829,1,24,24,541683,1,1,1,24,1,24,2,1,Manual,Manual,1,0
657,305193,123312,198219,268,1,10,20,191063,1,1,1,20,1,20,2,1,Manual,Manual,2,0
658,305190,123309,198215,625,1,9,9,242865,1,1,1,9,1,9,2,1,Manual,Manual,1,0
661,305179,123298,198198,4505,1,27,135,299568,3,2,3,135,2.44949,330.681,2,1,Manual,Manual,12.24744444,0
664,305170,123287,198178,6396,1,87,174,50883,1,1,1,174,1,174,1,1,Automatic,Automatic,2,0
667,305165,123281,198170,2497,1,20,60,242865,2,1,2,60,1.41421,84.8528,2,1,Manual,Manual,4.24264,0
672,305157,123271,198150,1743,1,60,60,490995,1,1,1,60,1,60,1,1,Automatic,Automatic,1,0
679,305146,123254,198121,784,1,3,6,404135,2,1,2,6,1.41421,8.48528,2,1,Manual,Manual,2.828426667,0
680,305144,123252,198118,291,1,8,16,191063,1,2,1,16,1.41421,22.6274,2,1,Manual,Manual,2.828425,0
681,305142,123250,198115,193,1,3,6,53821,1,1,1,6,1,6,2,1,Manual,Manual,2,0
682,305140,123248,198112,3666,1,156,312,490995,1,1,1,312,1,312,1,1,Automatic,Automatic,2,0
683,305138,123246,198110,6,1,51,102,562266,2,1,2,102,1.41421,144.25,2,1,Manual,Manual,2.828431373,0
684,305135,123243,198106,1,1,25,50,581359,2,1,2,50,1.41421,70.7107,2,1,Manual,Manual,2.828428,0
685,305134,123242,198105,258,1,3,6,50866,1,1,1,6,1,6,2,1,Manual,Manual,2,0
692,305123,123230,198088,3109,1,30,90,50866,1,2,1,90,1.41421,127.279,2,1,Manual,Manual,4.242633333,0
711,305100,123204,198041,911,1,12,24,50866,2,1,2,24,1.41421,33.9411,2,1,Manual,Manual,2.828425,0
712,305098,123202,198038,1,1,3,9,242865,2,1,2,9,1.41421,12.7279,2,1,Manual,Manual,4.242633333,0
713,305096,123200,198035,1328,1,11,22,541683,1,1,1,22,1,22,2,1,Manual,Manual,2,0
714,305093,123196,198031,490,1,4,12,191063,1,2,1,12,1.41421,16.9706,2,1,Manual,Manual,4.24265,0
715,305092,123195,198030,2488,1,17,34,242865,1,1,1,34,1,34,2,1,Manual,Manual,2,0
716,305087,123189,198022,426,1,8,16,242865,1,1,1,16,1,16,2,1,Manual,Manual,2,0
719,305084,123186,198018,3718,1,16,16,404135,1,2,2,16,2,32,2,1,Manual,Manual,2,0
730,305076,123178,198004,1249,1,11,22,581359,1,1,1,22,1,22,2,1,Manual,Manual,2,0
731,305075,123177,198003,812,1,6,12,541683,1,2,2,12,2,24,2,1,Manual,Manual,4,0
734,305073,123175,197999,5,1,6,6,562266,1,1,1,6,1,6,2,1,Manual,Manual,1,0
737,305070,123172,197995,683,1,12,24,191063,1,1,1,24,1,24,2,1,Manual,Manual,2,0
740,305066,123167,197988,2484,1,28,28,581359,1,1,1,28,1,28,2,1,Manual,Manual,1,0
743,305063,123164,197982,403,1,6,12,242865,1,2,2,12,2,24,2,1,Manual,Manual,4,0
746,305057,123156,197971,993,1,25,50,242865,1,1,1,50,1,50,2,1,Manual,Manual,2,0
747,305053,123151,197962,828,1,11,22,404135,1,1,1,22,1,22,2,1,Manual,Manual,2,0
750,305048,123145,197953,529,1,3,6,404135,1,1,1,6,1,6,2,1,Manual,Manual,2,0
753,305042,123139,197945,411,1,16,16,53821,1,1,1,16,1,16,2,1,Manual,Manual,1,0
756,305035,123132,197933,1343,1,6,12,404135,1,1,1,12,1,12,2,1,Manual,Manual,2,0
757,305034,123131,197932,1226,1,24,72,242865,1,1,1,72,1,72,2,1,Manual,Manual,3,0
760,305024,123123,197919,779,1,4,4,299568,1,1,1,4,1,4,2,1,Manual,Manual,1,0
763,305022,123121,197916,743,1,50,50,53821,1,1,1,50,1,50,2,1,Manual,Manual,1,0
764,305016,123115,197908,653,1,6,6,581359,1,1,1,6,1,6,2,1,Manual,Manual,1,0
765,305015,123114,197906,496,1,3,3,581359,1,2,2,3,2,6,2,1,Manual,Manual,2,0
768,305011,123110,197899,2732,1,30,60,581359,1,1,1,60,1,60,2,1,Manual,Manual,2,0
773,305008,123107,197894,1506,1,11,11,541683,1,1,1,11,1,11,2,1,Manual,Manual,1,0
778,305003,123102,197886,2458,1,4,8,541683,1,1,1,8,1,8,2,1,Manual,Manual,2,0
787,304978,123071,197837,510,1,5,10,581359,1,1,1,10,1,10,2,1,Manual,Manual,2,0
788,304977,123069,197834,569,1,12,24,191063,1,1,1,24,1,24,2,1,Manual,Manual,2,0
789,304976,123068,197833,1,1,25,50,242865,1,1,1,50,1,50,2,1,Manual,Manual,2,0
790,304970,123059,197820,1203,1,8,8,581359,1,1,1,8,1,8,2,1,Manual,Manual,1,0
791,304961,123049,197805,585,1,3,3,541683,1,1,1,3,1,3,2,1,Manual,Manual,1,0
794,304955,123041,197792,1192,1,20,40,299568,1,1,1,40,1,40,2,1,Manual,Manual,2,0
795,304954,123040,197791,3224,1,80,160,490995,1,1,1,160,1,160,1,1,Automatic,Automatic,2,0
800,304928,123011,197742,1,1,5,15,242865,2,3,3,15,3,45,2,1,Manual,Manual,9,0
801,304920,123000,197726,1552,1,30,30,299568,1,1,1,30,1,30,2,1,Manual,Manual,1,0
806,304909,122989,197707,1,1,4,4,581359,1,2,1,4,1.41421,5.65685,2,1,Manual,Manual,1.4142125,0
807,304907,122987,197703,1013,1,40,40,404135,1,2,1,40,1.41421,56.5685,2,1,Manual,Manual,1.4142125,0
808,304895,122975,197683,499,1,6,12,242865,1,1,1,12,1,12,2,1,Manual,Manual,2,0
809,304893,122972,197679,2275,1,100,100,581359,1,1,1,100,1,100,2,0,Manual,Automatic,1,0
818,304871,122950,197642,521,1,5,10,191061,1,1,1,10,1,10,2,1,Manual,Manual,2,0
823,304858,122936,197618,358,1,3,9,242865,2,1,2,9,1.41421,12.7279,2,1,Manual,Manual,4.242633333,0
824,304856,122934,197615,1133,1,26,52,50866,1,1,1,52,1,52,2,1,Manual,Manual,2,0
829,304844,122910,197572,2005,1,40,40,404135,1,1,1,40,1,40,2,1,Manual,Manual,1,0
830,304842,122908,197569,490,1,17,17,191063,1,1,1,17,1,17,2,1,Manual,Manual,1,0
837,304826,122889,197541,1713,1,13,13,299568,1,1,1,13,1,13,2,1,Manual,Manual,1,0
840,304809,122872,197516,2061,1,41,41,581359,1,1,1,41,1,41,2,1,Manual,Manual,1,0
843,304805,122868,197507,1191,1,13,39,191063,2,2,2,39,2,78,2,1,Manual,Manual,6,0
844,304801,122862,197499,115,1,3,6,53821,1,1,1,6,1,6,2,1,Manual,Manual,2,0
845,304799,122860,197496,1848,1,65,65,523311,1,1,1,65,1,65,2,1,Manual,Manual,1,0
858,304770,122820,197430,1023,1,27,27,490995,1,1,1,27,1,27,2,1,Manual,Manual,1,0
859,304761,122811,197417,4978,1,205,615,53813,2,1,2,615,1.41421,869.741,1,1,Automatic,Automatic,4.242639024,0
860,304756,122806,197408,437,1,4,8,191061,2,2,2,8,2,16,2,1,Manual,Manual,4,0
861,304744,122792,197388,6,1,100,200,191061,1,1,1,200,1,200,2,0,Manual,Automatic,2,0
862,304738,122786,197379,720,1,11,11,404135,1,1,1,11,1,11,2,1,Manual,Manual,1,0
867,304732,122780,197368,376,1,8,16,50866,1,1,1,16,1,16,2,1,Manual,Manual,2,0
868,304721,122768,197348,3771,1,52,52,299567,1,1,1,52,1,52,2,1,Manual,Manual,1,0
869,304718,122764,197342,1799,1,13,26,490995,1,1,1,26,1,26,2,1,Manual,Manual,2,0
870,304717,122763,197340,395,1,10,10,191063,1,2,1,10,1.41421,14.1421,2,1,Manual,Manual,1.41421,0
875,304712,122757,197330,7,1,21,42,191061,1,1,1,42,1,42,2,1,Manual,Manual,2,0
876,304705,122748,197316,3059,1,96,96,404135,1,1,1,96,1,96,2,1,Manual,Manual,1,0
881,304681,122723,197273,774,1,12,24,179624,1,1,1,24,1,24,2,1,Manual,Manual,2,0
884,304670,122709,197252,771,1,3,6,50866,2,1,2,6,1.41421,8.48528,2,1,Manual,Manual,2.828426667,0
887,304668,122707,197249,4,1,9,18,562266,1,1,1,18,1,18,2,1,Manual,Manual,2,0
890,304660,122699,197235,962,1,6,12,530373,1,2,1,12,1.41421,16.9706,2,1,Manual,Manual,2.828433333,0
895,304657,122696,197230,714,1,5,10,530373,1,1,1,10,1,10,2,1,Manual,Manual,2,0
898,304651,122689,197219,699,1,11,11,242865,1,2,1,11,1.41421,15.5563,2,1,Manual,Manual,1.414209091,0
899,304649,122686,197214,1558,1,20,40,530373,1,1,1,40,1,40,2,1,Manual,Manual,2,0
900,304647,122684,197211,1815,1,7,7,581359,1,1,1,7,1,7,2,1,Manual,Manual,1,0
905,304642,122679,197204,1093,1,3,6,190801,1,1,1,6,1,6,2,1,Manual,Manual,2,0
906,304632,122669,197190,3247,1,28,84,541683,2,2,2,84,2,168,2,1,Manual,Manual,6,0
909,304626,122663,197180,15,1,4,8,562266,2,1,2,8,1.41421,11.3137,2,1,Manual,Manual,2.828425,0
912,304617,122656,197172,1600,1,33,66,242865,1,1,1,66,1,66,2,1,Manual,Manual,2,0
913,304615,122654,197170,1592,1,83,83,50883,1,1,1,83,1,83,1,1,Automatic,Automatic,1,0
916,304607,122646,197157,3,1,23,69,191063,1,2,1,69,1.41421,97.5807,2,1,Manual,Manual,4.24263913,0
